Work Item Type,Title 1,Title 2,Title 3,Title 4,State,Description,Acceptance Criteria,Tags
Task,,,,Commit and link implementation evidence for Preserve lineage from bronze to silver,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Preserve lineage from bronze to silver.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.01; Lineage; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Feature,,Gold Dimensional Model,,,New,Create fact and dimension tables that support Power BI and KPI logic.,"Feature is complete when gold fact and dimension tables support Power BI relationships, KPI calculation, date filtering, encounter/condition/observation/procedure analysis, readmission logic, and data quality reporting.",ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create gold dimensions,,New,"As a BI developer, I want create gold dimensions so that patient, date, organization, provider, encounter class, condition, observation, and procedure dimensions exist.",Deliverable exists at sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Star-Schema; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create gold dimensions,New,Create the first complete version of the artifact or implementation for Create gold dimensions.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Star-Schema; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create gold dimensions,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create gold dimensions.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Star-Schema; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create gold dimensions,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create gold dimensions.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Star-Schema; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create gold encounter and readmission facts,,New,"As a BI developer, I want create gold encounter and readmission facts so that encounter volume, LOS, and 30-day readmission logic can be calculated.",Deliverable exists at sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create gold encounter and readmission facts,New,Create the first complete version of the artifact or implementation for Create gold encounter and readmission facts.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create gold encounter and readmission facts,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create gold encounter and readmission facts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create gold encounter and readmission facts,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create gold encounter and readmission facts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Readmissions; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,"Create gold condition, observation, and procedure facts",,New,"As a BI developer, I want create gold condition, observation, and procedure facts so that case-mix, lab activity, and service utilization can be analyzed.",Deliverable exists at sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,"Draft/build artifact for Create gold condition, observation, and procedure facts",New,"Create the first complete version of the artifact or implementation for Create gold condition, observation, and procedure facts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,"Validate and document Create gold condition, observation, and procedure facts",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create gold condition, observation, and procedure facts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,"Commit and link implementation evidence for Create gold condition, observation, and procedure facts",New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create gold condition, observation, and procedure facts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create gold data quality issue fact,,New,"As a data steward, I want create gold data quality issue fact so that quality issues can be counted and surfaced in reporting.",Deliverable exists at sql/04_create_gold_tables.sql; sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create gold data quality issue fact,New,Create the first complete version of the artifact or implementation for Create gold data quality issue fact.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create gold data quality issue fact,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create gold data quality issue fact.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create gold data quality issue fact,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create gold data quality issue fact.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.02; Gold; Data-Quality; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Feature,,Reporting Marts,,,New,Create KPI-ready marts for stakeholder dashboards.,"Feature is complete when patient flow, length-of-stay, readmission, lab operations, service utilization, and reporting trust marts are created and aligned to dashboard use cases.",ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Reporting; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create patient flow mart,,New,"As a operational leader, I want create patient flow mart so that encounter trends and patient flow indicators are reporting-ready.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create patient flow mart,New,Create the first complete version of the artifact or implementation for Create patient flow mart.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create patient flow mart,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create patient flow mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create patient flow mart,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create patient flow mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Patient-Flow; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create length-of-stay and readmission marts,,New,"As a operational leader, I want create length-of-stay and readmission marts so that LOS and 30-day readmission metrics are aggregated consistently.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create length-of-stay and readmission marts,New,Create the first complete version of the artifact or implementation for Create length-of-stay and readmission marts.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create length-of-stay and readmission marts,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create length-of-stay and readmission marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create length-of-stay and readmission marts,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create length-of-stay and readmission marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; LOS; Readmissions; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create lab operations and service utilization marts,,New,"As a operational leader, I want create lab operations and service utilization marts so that observation and procedure volumes are ready for dashboarding.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create lab operations and service utilization marts,New,Create the first complete version of the artifact or implementation for Create lab operations and service utilization marts.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create lab operations and service utilization marts,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create lab operations and service utilization marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create lab operations and service utilization marts,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create lab operations and service utilization marts.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Lab-Operations; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Create reporting trust mart,,New,"As a data steward, I want create reporting trust mart so that data quality pass/fail status and governance readiness can be reported.",Deliverable exists at sql/06_transform_silver_to_gold.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Create reporting trust mart,New,Create the first complete version of the artifact or implementation for Create reporting trust mart.,,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Create reporting trust mart,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create reporting trust mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Create reporting trust mart,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create reporting trust mart.",,ClinicalPulse; Sprint-4-5; Phase-4-5; E04; F04.03; Mart; Reporting-Trust; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
