Work Item Type,Title 1,Title 2,Title 3,Title 4,State,Description,Acceptance Criteria,Tags
Task,,,,"Draft/build artifact for Implement validity, consistency, and freshness checks",New,"Create the first complete version of the artifact or implementation for Implement validity, consistency, and freshness checks.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Validity; Freshness; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,"Validate and document Implement validity, consistency, and freshness checks",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement validity, consistency, and freshness checks.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Validity; Freshness; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
User Story,,,Persist quality check results,,New,"As a data steward, I want persist quality check results so that quality check runs are stored for reporting trust and auditability.",Deliverable exists at sql/07_data_quality_checks.sql; src/run_quality_checks.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Audit; Reporting-Trust; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Draft/build artifact for Persist quality check results,New,Create the first complete version of the artifact or implementation for Persist quality check results.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Audit; Reporting-Trust; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Validate and document Persist quality check results,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Persist quality check results.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Audit; Reporting-Trust; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Task,,,,Commit and link implementation evidence for Persist quality check results,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Persist quality check results.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.01; Audit; Reporting-Trust; Evidence; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 4 - Silver Layer and Validation
Feature,,KPI Dictionary and Validation,,,New,Define and validate governed dashboard metrics.,"Feature is complete when governed KPI entries define business questions, formulas, SQL sources, Power BI measure names, grain, inclusion/exclusion criteria, validation queries, limitations, dependencies, and FHIR links where relevant.",ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; KPI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Define core KPI dictionary entries,,New,"As a data steward, I want define core kpi dictionary entries so that total encounters, unique patients, average/median LOS, readmission rate, observation volume, procedure volume, data quality pass rate, and API coverage are defined.",Deliverable exists at docs/kpi_dictionary.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; KPI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Define core KPI dictionary entries,New,Create the first complete version of the artifact or implementation for Define core KPI dictionary entries.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; KPI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Define core KPI dictionary entries,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Define core KPI dictionary entries.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; KPI; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Write SQL validation queries for core KPIs,,New,"As a BI developer, I want write sql validation queries for core kpis so that each core KPI has an independent SQL validation query.",Deliverable exists at sql/08_kpi_validation_queries.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Write SQL validation queries for core KPIs,New,Create the first complete version of the artifact or implementation for Write SQL validation queries for core KPIs.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Write SQL validation queries for core KPIs,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Write SQL validation queries for core KPIs.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Write SQL validation queries for core KPIs,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Write SQL validation queries for core KPIs.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Validation; Evidence; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
User Story,,,Reconcile KPI outputs to gold marts,,New,"As a BI developer, I want reconcile kpi outputs to gold marts so that KPI values match expected mart outputs before Power BI work begins.",Deliverable exists at docs/kpi_validation_log.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Draft/build artifact for Reconcile KPI outputs to gold marts,New,Create the first complete version of the artifact or implementation for Reconcile KPI outputs to gold marts.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Validate and document Reconcile KPI outputs to gold marts,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Reconcile KPI outputs to gold marts.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Task,,,,Commit and link implementation evidence for Reconcile KPI outputs to gold marts,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Reconcile KPI outputs to gold marts.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.02; Reconciliation; Evidence; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 5 - Gold Layer and Marts
Feature,,"Data Assets, Lineage, and Scorecards",,,New,"Document trust, ownership, lineage, and asset readiness.","Feature is complete when the data asset catalog, lineage document, scorecards, dashboard catalog, ownership assumptions, and readiness ratings describe trust and usage for key assets.",ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Data; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Create data asset catalog,,New,"As a data steward, I want create data asset catalog so that tables, views, marts, dashboards, and API views are cataloged.",Deliverable exists at docs/data_asset_catalog.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Catalog; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Create data asset catalog,New,Create the first complete version of the artifact or implementation for Create data asset catalog.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Catalog; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Create data asset catalog,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create data asset catalog.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Catalog; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Create data lineage document,,New,"As a data steward, I want create data lineage document so that source-to-bronze-to-silver-to-gold-to-Power-BI/API lineage is traceable.",Deliverable exists at docs/data_lineage.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Lineage; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Create data lineage document,New,Create the first complete version of the artifact or implementation for Create data lineage document.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Lineage; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Create data lineage document,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create data lineage document.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Lineage; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Create data asset scorecards,,New,"As a data steward, I want create data asset scorecards so that key assets have reliability, documentation, validation, security, and adoption ratings.",Deliverable exists at docs/data_asset_scorecards.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Scorecards; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Create data asset scorecards,New,Create the first complete version of the artifact or implementation for Create data asset scorecards.,,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Scorecards; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Create data asset scorecards,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create data asset scorecards.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Scorecards; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,"Document ownership, stewardship, and security assumptions",,New,"As a project owner, I want document ownership, stewardship, and security assumptions so that ownership and least-privilege assumptions are clear.",Deliverable exists at docs/security_model.md; docs/data_governance_plan.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Ownership; Security; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,"Draft/build artifact for Document ownership, stewardship, and security assumptions",New,"Create the first complete version of the artifact or implementation for Document ownership, stewardship, and security assumptions.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Ownership; Security; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,"Validate and document Document ownership, stewardship, and security assumptions",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Document ownership, stewardship, and security assumptions.",,ClinicalPulse; Sprint-4-6; Phase-4-6; E05; F05.03; Ownership; Security; AP-ClinicalPulse\Data Quality & Governance; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
