Work Item Type,Title 1,Title 2,Title 3,Title 4,State,Description,Acceptance Criteria,Tags
User Story,,,Create configuration and secrets safety tests,,New,"As a developer, I want create configuration and secrets safety tests so that tests guard against missing config assumptions and accidental secret exposure.",Deliverable exists at tests/test_config.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Create configuration and secrets safety tests,New,Create the first complete version of the artifact or implementation for Create configuration and secrets safety tests.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Create configuration and secrets safety tests,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create configuration and secrets safety tests.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Commit and link implementation evidence for Create configuration and secrets safety tests,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create configuration and secrets safety tests.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Feature,,CI Pipeline,,,New,Create an Azure Pipeline for repository hygiene and test execution.,"Feature is complete when an Azure Pipeline YAML runs tests, lint or hygiene checks, documentation-existence checks, and forbidden-file checks for raw data, .env files, backups, and unsafe artifacts.",ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Create Azure Pipeline YAML,,New,"As a developer, I want create azure pipeline yaml so that the project has a pipeline definition committed to the repository.",Deliverable exists at azure-pipelines.yml; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Create Azure Pipeline YAML,New,Create the first complete version of the artifact or implementation for Create Azure Pipeline YAML.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Create Azure Pipeline YAML,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create Azure Pipeline YAML.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Commit and link implementation evidence for Create Azure Pipeline YAML,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create Azure Pipeline YAML.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,"Add lint, test, and documentation checks",,New,"As a developer, I want add lint, test, and documentation checks so that the pipeline runs tests and checks that key documentation files exist.",Deliverable exists at azure-pipelines.yml; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,"Draft/build artifact for Add lint, test, and documentation checks",New,"Create the first complete version of the artifact or implementation for Add lint, test, and documentation checks.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,"Validate and document Add lint, test, and documentation checks",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Add lint, test, and documentation checks.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Add forbidden-file checks,,New,"As a developer, I want add forbidden-file checks so that the pipeline blocks raw data, .env files, backups, and Power BI binaries from accidental commit.",Deliverable exists at scripts/check_forbidden_files.py; azure-pipelines.yml; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Add forbidden-file checks,New,Create the first complete version of the artifact or implementation for Add forbidden-file checks.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Add forbidden-file checks,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Add forbidden-file checks.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Feature,,DevOps Evidence,,,New,Document pipeline behavior and delivery discipline.,"Feature is complete when pipeline results, README status notes or badge, screenshots, and a DevOps retrospective document delivery discipline, limitations, and future improvements.",ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; DevOps; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Document pipeline results,,New,"As a reviewer, I want document pipeline results so that pipeline outcomes are explained and screenshotted for portfolio evidence.",Deliverable exists at docs/pipeline_notes.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Document pipeline results,New,Create the first complete version of the artifact or implementation for Document pipeline results.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Document pipeline results,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Document pipeline results.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Commit and link implementation evidence for Document pipeline results,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Document pipeline results.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Add build badge or status notes,,New,"As a reviewer, I want add build badge or status notes so that the README shows pipeline status or explains local-only status clearly.",Deliverable exists at README.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; README; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Add build badge or status notes,New,Create the first complete version of the artifact or implementation for Add build badge or status notes.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; README; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Add build badge or status notes,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Add build badge or status notes.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; README; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
User Story,,,Create final DevOps retrospective,,New,"As a project owner, I want create final devops retrospective so that delivery lessons, limitations, and future improvements are recorded.",Deliverable exists at docs/devops_retrospective.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Retrospective; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Draft/build artifact for Create final DevOps retrospective,New,Create the first complete version of the artifact or implementation for Create final DevOps retrospective.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Retrospective; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
Task,,,,Validate and document Create final DevOps retrospective,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create final DevOps retrospective.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.03; Retrospective; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening
