Work Item Type,Title 1,Title 2,Title 3,Title 4,State,Description,Acceptance Criteria,Tags
Feature,,Python CSV Ingestion,,,New,Load selected Synthea CSV files into SQL Server bronze tables through Python.,"Feature is complete when Python ingestion loads selected Synthea CSVs into bronze tables, records batch/file logs, reconciles row counts, and produces reproducible load evidence.",ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Build database configuration utilities,,New,"As a developer, I want build database configuration utilities so that database connection settings are centralized and do not expose secrets.",Deliverable exists at src/db_config.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Config; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Build database configuration utilities,New,Create the first complete version of the artifact or implementation for Build database configuration utilities.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Config; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Build database configuration utilities,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build database configuration utilities.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Config; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Build Synthea CSV ingestion script,,New,"As a data engineer, I want build synthea csv ingestion script so that selected CSV files can be loaded into bronze tables repeatedly.",Deliverable exists at src/ingest_synthea_csv_to_sqlserver.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Ingestion; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Build Synthea CSV ingestion script,New,Create the first complete version of the artifact or implementation for Build Synthea CSV ingestion script.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Ingestion; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Build Synthea CSV ingestion script,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Synthea CSV ingestion script.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Ingestion; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Commit and link implementation evidence for Build Synthea CSV ingestion script,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Build Synthea CSV ingestion script.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Python; Ingestion; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Write ingestion logs to audit tables,,New,"As a data engineer, I want write ingestion logs to audit tables so that each load records file name, row count, batch ID, and status.",Deliverable exists at sql/audit_tables.sql; src/ingest_synthea_csv_to_sqlserver.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Audit; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Write ingestion logs to audit tables,New,Create the first complete version of the artifact or implementation for Write ingestion logs to audit tables.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Audit; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Write ingestion logs to audit tables,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Write ingestion logs to audit tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Audit; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Commit and link implementation evidence for Write ingestion logs to audit tables,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Write ingestion logs to audit tables.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Audit; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
User Story,,,Run initial load and verify row counts,,New,"As a BI developer, I want run initial load and verify row counts so that source counts and bronze counts are reconciled after the first load.",Deliverable exists at src/row_count_reconciliation.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Reconciliation; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Draft/build artifact for Run initial load and verify row counts,New,Create the first complete version of the artifact or implementation for Run initial load and verify row counts.,,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Reconciliation; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Validate and document Run initial load and verify row counts,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Run initial load and verify row counts.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Reconciliation; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
Task,,,,Commit and link implementation evidence for Run initial load and verify row counts,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Run initial load and verify row counts.",,ClinicalPulse; Sprint-3; Phase-3; E03; F03.03; Reconciliation; Evidence; AP-ClinicalPulse\SQL Server; IP-ClinicalPulse\Sprint 3 - SQL Server Ingestion
